epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8560143113136292,0.39342615008354187,1e-05,0.9085027575492859,0.26528799533843994
1,0.9107946157455444,0.25808608531951904,1e-05,0.9528650641441345,0.14972642064094543
